flt_code,dep_date,org_airport,dep_gate,lat,lng
UA0330,2/21/23,MSP,C01,44.89275614962375,-93.23760447992868
UA0435,2/24/23,AVL,D15,35.433846556304445,-82.53687116737376
UA0006,2/21/23,ORD,C13,41.98902436668709,-87.89074745787146
UA0628,2/24/23,GRR,D15,42.933071095076876,-85.49606413794609
UA0035,2/21/23,OAK,B33,37.717540534689675,-122.21983622017758
UA0197,2/24/23,IAD,A03,38.95281678567845,-77.46060978317209
UA0103,2/21/23,ELP,D31,31.802442753121806,-106.36784581133264
UA0513,2/21/23,ROC,E01,43.13825773728964,-77.57929782944395
UA0771,2/21/23,DFW,B12,32.908351258470695,-97.04380577748918
UA0068,2/21/23,JAC,E04,43.636684020077915,-110.93289366211538
UA0690,2/21/23,FNT,C31,42.98358555203708,-83.72510103767254
UA0256,2/21/23,ORD,E02,41.98471001668601,-87.89321205747011
UA0027,2/21/23,GSP,B05,34.825674930804745,-82.1349725467216
UA0330,2/21/23,AUS,E23,30.20001975676223,-97.66638845409236
UA0723,2/21/23,IND,E31,39.710895458195964,-86.26460125967571
UA0917,2/21/23,PBI,B15,26.657878765789924,-80.16885478665196
UA0117,2/21/23,TPA,C04,27.972737486900144,-82.53608470567225
UA0741,2/24/23,ACT,E22,31.628855919864982,-97.20168536135914
UA0620,2/21/23,DCA,E15,38.8499562588858,-77.03939655710766
UA0924,2/22/23,MCO,D01,28.423493336289493,-81.2688489136408
UA0810,2/21/23,GSP,E34,34.82229442876505,-82.22966264298663
UA0973,2/24/23,SAT,B33,29.53283476021076,-98.46006851475683
UA0430,2/21/23,DCA,A13,38.85328430064345,-77.03168270810163
UA0430,2/22/23,BLI,B02,48.80119365695212,-122.53897669995392
UA0833,2/21/23,SAN,D03,32.74615926816783,-117.18369088089734
UA0015,2/23/23,YUM,D12,32.66879441360142,-114.61784477325448
UA0927,2/21/23,TPA,A31,27.966204822579705,-82.53444409350385
UA0011,2/21/23,PHL,B24,39.87904901890055,-75.25329237639689
UA0582,2/21/23,EUG,D25,44.05565297169868,-123.0931546144194
UA0060,2/22/23,ACT,E05,31.626468469228136,-97.20335026667635
UA0649,2/21/23,SNA,E23,33.672565845984195,-117.8626620015476
UA0746,2/25/23,AGS,C33,33.39143909743732,-82.00310719106753
UA0204,2/21/23,BOS,D15,42.36735081690758,-71.0087346279448
UA0751,2/23/23,GPT,B33,30.425590271803017,-89.09560174842564
UA0349,2/21/23,BHM,C12,33.57491577990883,-86.78846742187822
UA0902,2/23/23,PSP,B15,33.83639986207761,-116.49788265829415
UA0252,2/21/23,RDU,E12,35.908240880911464,-78.76780595021674
UA0273,2/25/23,BMI,E25,40.49208429346192,-88.95930444034138
UA0869,2/21/23,CAE,B21,34.028082838075996,-81.13966910581392
UA0318,2/22/23,GPT,A14,30.45663941396234,-89.11335493888413
UA0468,2/21/23,MKE,B34,43.033870178916864,-88.0143146504328
UA0689,2/24/23,EVV,E14,38.05068125530018,-87.51251893942302
UA0621,2/21/23,PHL,D24,39.896526663488004,-75.23554654518554
UA0582,2/24/23,SBN,C31,41.718231817181604,-86.29619027848592
UA0634,2/21/23,BOS,A24,42.363413369016605,-71.02245833032272
UA0057,2/23/23,JAC,A34,43.63144081194254,-110.93971038198495
UA0717,2/21/23,PBI,E35,26.758847433770747,-80.11425167089712
UA0077,2/25/23,ORF,A05,36.92824987320715,-76.2555423259283
UA0573,2/21/23,JAX,C32,30.490012402314786,-81.6793897288186
UA0639,2/21/23,TLH,B15,30.466205651091094,-84.27399532909988
UA0651,2/21/23,ECP,C11,30.37363108815596,-85.76214912259628
UA0758,2/24/23,AVL,A13,35.44476249915068,-82.51153308852355
UA0631,2/21/23,ONT,E21,34.08105490647512,-117.62709748327165
UA0127,2/24/23,MSP,A24,44.890646656860525,-93.23996054151881
UA0311,2/21/23,LAS,B33,36.08612637960383,-115.13889424785731
UA0551,2/24/23,JFK,E21,40.64175386466555,-73.7636553724276
UA0480,2/21/23,SEA,A24,47.452464641907774,-122.31224513033169
UA0086,2/22/23,EUG,D13,44.12185583517564,-123.12884144511706
UA0043,2/21/23,SNA,A23,33.66696171399041,-117.86207326425456
UA0335,2/24/23,TLH,E03,30.378397843526184,-84.27667563711081
UA0892,2/21/23,DSM,C15,41.55515377532124,-93.63245532148596
UA0895,2/25/23,ONT,E01,34.07087998428205,-117.6198887007461
UA0303,2/21/23,BZN,D22,45.8015743014005,-111.07857158531867
UA0914,2/21/23,MCO,E01,28.430508672403228,-81.26209805457513
UA0376,2/21/23,FWA,A25,40.96034005981915,-85.18527897791782
UA0326,2/22/23,LAX,B35,33.94286414020999,-118.40665885362921
UA0673,2/21/23,BHM,E32,33.587386241275034,-86.77734966574285
UA0768,2/21/23,PHL,B11,39.897200262093484,-75.23978298297726
UA0264,2/21/23,LAS,A05,36.08076366578226,-115.13258141112189
UA0730,2/23/23,BWI,D33,39.17231691890369,-76.68857629680359
UA0768,2/21/23,CMH,E13,40.0145732577363,-82.93675964073975
UA0243,2/21/23,LAX,E03,33.971364216319536,-118.42525982099399
UA0035,2/21/23,GSP,B13,34.82041211595095,-82.18613629674994
UA0949,2/25/23,TUL,D13,36.18204298697564,-95.88587638480728
UA0827,2/21/23,ECP,E15,30.370759542270658,-85.7870954253992
UA0117,2/22/23,ILM,E01,34.26930168200827,-77.91012153086106
UA0400,2/21/23,EWR,A31,40.68651059417018,-74.18534028484699
UA0764,2/21/23,SFO,E03,37.63270973609179,-122.39013168059874
UA0615,2/21/23,MDT,C13,40.194948849527265,-76.75431861497268
UA0594,2/25/23,GRR,D14,42.936941829440755,-85.48754938329752
UA0113,2/21/23,MHT,B13,42.94292685823559,-71.43086414867837
UA0850,2/21/23,TUL,E15,36.17030976621734,-96.00123966161024
UA0323,2/21/23,OKC,B11,35.39426038746626,-97.59945513529208
UA0006,2/25/23,ORF,E23,36.95579573539427,-76.22208190670759
UA0748,2/21/23,DTW,C33,42.21404744527069,-83.34557933603261
UA0889,2/23/23,SEA,C31,47.44542775899464,-122.3084400388708
UA0940,2/21/23,MFE,D03,26.191508783214022,-98.23652595925104
UA0388,2/25/23,SAT,D11,29.574633103588628,-98.44452355188434
UA0904,2/21/23,ORF,A15,36.95967062589304,-76.22665255021984
UA0367,2/23/23,TUL,C03,36.2021510256347,-95.94682274540708
UA0448,2/21/23,BMI,A01,40.48866788207567,-88.92672403648943
UA0759,2/23/23,ATL,C11,33.65035642256983,-84.45172761005107
UA0134,2/21/23,ACT,C23,31.61374184685741,-97.20331454380788
UA0800,2/24/23,LGB,E21,33.81867805602348,-118.15544694319944
UA0563,2/21/23,PIT,C21,40.50326823163201,-80.22637683853236
UA0301,2/23/23,MHT,B21,42.93456339830503,-71.41343392196171
UA0899,2/21/23,YUM,D21,32.65843189884463,-114.59952463729428
UA0859,2/22/23,DAL,D15,32.84201746664382,-96.84582351923372
UA0459,2/21/23,SLC,D24,40.7799563729556,-111.96999436343333
UA0137,2/22/23,FAR,B21,46.903243366102636,-96.77522454634092
UA0635,2/21/23,ALB,C21,42.74149981732945,-73.77736123445001
UA0130,2/22/23,FNT,A05,42.96660427474258,-83.73599640548011
UA0741,2/21/23,ORF,B13,36.91433086145508,-76.27655957618813
UA0843,2/23/23,JAN,B05,32.325122564342536,-90.06092740236188
UA0218,2/21/23,FNT,E12,42.976236868754896,-83.73882487027414
UA0800,2/21/23,LAS,B22,36.08447152138734,-115.15126742243223
UA0854,2/21/23,MCO,C34,28.428822802084103,-81.26988020376606
UA0650,2/25/23,SBN,E12,41.72443982933751,-86.30664030546114
UA0760,2/21/23,SDF,B22,38.19759588917829,-85.68568134416562
UA0095,2/25/23,SAV,C11,32.12207777779666,-81.15048251888176
UA0484,2/21/23,DAL,C25,32.846962025716195,-96.85275121814034
UA0902,2/24/23,BOS,C25,42.378945373435386,-71.00803108383076
UA0144,2/21/23,CLE,A34,41.405589645902836,-81.83439252813884
UA0385,2/25/23,SJC,A33,37.369665380600125,-121.90251907041744
UA0798,2/21/23,ONT,C32,34.07827754821879,-117.61617490969252
UA0167,2/23/23,SLC,A33,40.77821933812199,-111.9774217991535
UA0798,2/21/23,SAT,C21,29.53838833708159,-98.47484221941606
UA0659,2/25/23,BHM,D01,33.58535092502586,-86.79128821580144
UA0868,2/21/23,PBI,E24,26.70785313719299,-80.15791086783676
UA0603,2/23/23,ELP,D32,31.92478179710848,-106.30124754098252
UA0942,2/21/23,PSP,D04,33.82694471022411,-116.50182493368571
UA0834,2/23/23,YUM,D25,32.65913756719168,-114.61543700883
UA0306,2/21/23,PHX,C15,33.440582456773306,-111.99254637874802
UA0089,2/24/23,MCI,C34,39.31965020062439,-94.7065943817846
UA0899,2/21/23,FNT,D34,42.983356107471224,-83.74055848357484
UA0854,2/22/23,PSP,B24,33.82226242331998,-116.49665189464751
UA0635,2/21/23,PBI,D31,26.68480712271048,-80.10617932646323
UA0480,2/23/23,BTV,C35,44.45644722866367,-73.14926896885255
UA0899,2/21/23,LAX,C31,33.94295684936073,-118.4080924747899
UA0137,2/24/23,PDX,A33,45.59854952803764,-122.51809272784237
UA0590,2/21/23,BHM,A31,33.57170186948162,-86.76616172543349
UA0065,2/22/23,MSP,A04,44.89227253361389,-93.24365619028346
UA0142,2/21/23,TUL,D04,36.21758573553689,-95.98768957945089
UA0018,2/23/23,EWR,E04,40.69928379329568,-74.17870218572203
UA0496,2/21/23,IAD,B23,38.94899132051404,-77.43427929953516
UA0321,2/25/23,SFO,E05,37.641730252957096,-122.37143611555116
UA0807,2/21/23,RDU,E21,35.9178850527491,-78.73784374182048
UA0738,2/24/23,SAV,D31,32.13075840096406,-81.21516030703154
UA0698,2/21/23,CLE,B04,41.42337738658147,-81.83115491948955
UA0814,2/21/23,BLI,A35,48.80527751720429,-122.53839421729646
UA0807,2/21/23,SMF,C01,38.694077266090716,-121.5738366235245
UA0192,2/24/23,ELP,A13,31.89091955568931,-106.43550954346043
UA0377,2/21/23,BTV,A01,44.47138675875553,-73.15716438496598
UA0951,2/21/23,ECP,B05,30.36776573445227,-85.76362603071914
UA0473,2/21/23,MLI,B02,41.447905213302654,-90.5149881352406
UA0778,2/21/23,SJC,D34,37.37176451175947,-121.91867022021823
UA0558,2/21/23,MDT,D21,40.19926500331331,-76.75718778741508
UA0810,2/22/23,DCA,A01,38.86214692840415,-77.04089130264506
UA0122,2/21/23,SAN,A15,32.732915413067126,-117.19175137308743
UA0765,2/21/23,BUF,B15,42.93177809626404,-78.73462746118383
UA0218,2/21/23,SFO,A33,37.64213438953359,-122.38640515751501
UA0133,2/23/23,ONT,E14,34.08043286718521,-117.56257634493053
UA0664,2/21/23,MSY,E14,29.99761404412123,-90.25648140874253
UA0978,2/21/23,PBI,E34,26.65472386747758,-80.0552338339295
UA0704,2/21/23,SAV,D32,32.11084444249207,-81.21385132878113
UA0375,2/25/23,BUF,E32,42.92781628186483,-78.72488750594705
UA0939,2/21/23,AUS,D01,30.2001170089993,-97.66419660365459
UA0539,2/21/23,STL,D01,38.74444698862138,-90.38787327391427
UA0750,2/21/23,DSM,A22,41.561901393888924,-93.61131045233229
UA0580,2/25/23,EVV,C21,38.04095768204881,-87.50108712269555
UA0193,2/21/23,BZN,E35,45.80528404502935,-111.10820307899684
UA0246,2/21/23,CWA,C21,44.7846250576113,-89.67116234092494
UA0022,2/21/23,FWA,A02,41.1006836759239,-85.20335501713785
UA0752,2/23/23,EUG,E04,44.098566756416204,-123.05761842289313
UA0873,2/21/23,MCO,D23,28.44155175980629,-81.27639757339925
UA0350,2/24/23,ROC,B05,43.155298289545954,-77.64046098072289
UA0868,2/21/23,MHT,C22,42.95582828569112,-71.42751122826286
UA0841,2/22/23,MSY,C21,30.032405020717533,-90.24929177314857
UA0526,2/21/23,MCO,A01,28.43487089755958,-81.27452278880236
UA0050,2/25/23,PBI,D31,26.676376610516233,-80.12036300467695
UA0739,2/21/23,RIC,D22,37.51999321436599,-77.32175046929851
UA0372,2/25/23,FLL,B23,26.096468448657596,-80.16973959911923
UA0052,2/21/23,DFW,B34,32.90554116960008,-96.99406010164037
UA0800,2/24/23,SLC,B03,40.792266096821365,-111.9819629602795
UA0607,2/21/23,SJC,A11,37.32711988598162,-121.92943320701403
UA0781,2/25/23,MKE,C34,42.97847650145894,-87.95224218498203
UA0505,2/21/23,MHT,C01,42.95165980652653,-71.41794823835558
UA0125,2/25/23,CWA,B25,44.78145093735917,-89.67453086200219
UA0421,2/21/23,ILM,C01,34.27528377411137,-77.90670340150193
UA0725,2/25/23,BWI,A13,39.17716720248394,-76.6754211812593
UA0167,2/21/23,RSW,C24,26.639844954549066,-81.69782503665417
UA0427,2/25/23,PIT,A13,40.50100804367794,-80.25254195738948
UA0433,2/21/23,SEA,A31,47.45941904291934,-122.29442711075058
UA0944,2/24/23,GRB,E33,44.478945418802326,-87.99598094034853
UA0416,2/21/23,SMF,C21,38.69072209685841,-121.58190157500985
UA0906,2/23/23,PSP,B13,33.83043908635709,-116.49092701126953
UA0261,2/21/23,OMA,A22,41.245460690073116,-95.89372218895942
UA0423,2/24/23,LAX,E04,33.95252168566645,-118.39492069894153
UA0009,2/21/23,BUF,B15,42.927377891459514,-78.7283072523713
UA0404,2/23/23,MIA,B25,25.7980936125135,-80.2886171731842
UA0642,2/21/23,JFK,C31,40.64763221341001,-73.76143382970922
UA0815,2/21/23,DAL,B35,32.83919361046934,-96.84241523843703
UA0956,2/21/23,ILM,E33,34.27062739953273,-77.90744209782412
UA0990,2/22/23,EWR,B01,40.69905791103573,-74.18142884644199
UA0405,2/21/23,HSV,A34,34.5669430932958,-86.75212635529412
UA0757,2/22/23,EVV,C13,38.040426504292974,-87.50820669837594
UA0618,2/21/23,DEN,E04,39.84533338255345,-104.69141884634024
UA0774,2/23/23,CLE,A22,41.41799016256603,-81.83664563510071
UA0197,2/21/23,EUG,E25,44.04554860107438,-123.07173602122351
UA0805,2/23/23,MEM,B34,35.020861860483095,-90.02622371393565
UA0949,2/21/23,BOS,D32,42.376979573563524,-71.02924291904989
UA0796,2/23/23,ELP,E11,31.88002463712809,-106.30447820162222
UA0528,2/21/23,MCI,B15,39.32008344787916,-94.70074365426616
UA0846,2/25/23,ORD,B22,41.97268444573366,-87.89871457816794
UA0379,2/21/23,IAD,D32,38.96338660025979,-77.4524245119733
UA0086,2/24/23,PBI,D25,26.749199064763808,-80.12795742865441
UA0274,2/21/23,SJC,A31,37.34065144793518,-121.86512744505397
UA0745,2/21/23,SNA,E25,33.66264383844831,-117.85165244550964
UA0090,2/21/23,ONT,C04,34.08085534062233,-117.63653419739838
UA0763,2/21/23,AVL,C04,35.45086582590381,-82.51969301363347
UA0939,2/21/23,BMI,B01,40.4920281357955,-88.94165460923676
UA0116,2/21/23,BNA,B21,36.1665003891723,-86.77629859995308
UA0189,2/21/23,MIA,B03,25.809328836833803,-80.29061091064973
UA0606,2/25/23,BUF,C21,42.92828973993431,-78.72391470912166
UA0782,2/21/23,MCO,E23,28.423142442574836,-81.2883613881007
UA0021,2/22/23,ELP,D34,31.8781544683351,-106.29464574433341
UA0946,2/21/23,MDT,E33,40.20564758023575,-76.75152464638859
UA0058,2/24/23,ACT,C04,31.609761333448358,-97.19729383389296
UA0515,2/21/23,DAL,D23,32.84775140832702,-96.8368894490759
UA0402,2/22/23,TPA,C02,27.98233396296125,-82.54153198117305
UA0049,2/21/23,SLC,C01,40.78806457599684,-111.99285942750525
UA0629,2/25/23,PBI,E32,26.743451160842678,-80.07128662244139
UA0564,2/21/23,BLI,B25,48.802896976009166,-122.53752716367717
UA0384,2/21/23,BWI,E34,39.17092621631776,-76.68344978982678
UA0242,2/21/23,TLH,E14,30.527489191730606,-84.32334892689387
UA0958,2/24/23,ELP,D21,31.960201447215017,-106.3090197506526
UA0202,2/21/23,PHX,E14,33.447522571084555,-112.00439065319841
UA0451,2/21/23,SAV,C23,32.1244734043181,-81.15063829223953
UA0964,2/21/23,ONT,D13,34.069556842351126,-117.63346475727357
UA0524,2/25/23,BHM,A23,33.59913749402764,-86.75634845573676
UA0895,2/21/23,SFO,C31,37.64692330299113,-122.39004867424144
UA0401,2/23/23,MCI,A34,39.32008303745553,-94.69530934538399
UA0317,2/21/23,MIA,A03,25.805495623651122,-80.27977367080955
UA0312,2/24/23,DAL,E24,32.85166925393857,-96.85374863985415
UA0104,2/21/23,GSP,E14,34.86692405748975,-82.16979900975954
UA0032,2/23/23,JAX,A35,30.491752915563275,-81.70369406612556
UA0718,2/21/23,SBN,C32,41.721094338557855,-86.30134937446358
UA0351,2/21/23,MCO,C13,28.444027524800987,-81.30342108364788
UA0000,2/21/23,MLI,D03,41.45104884300003,-90.51353292628345
UA0163,2/23/23,FWA,D33,41.04725164274806,-85.16166496224521
UA0261,2/21/23,ROC,A05,43.16294616361394,-77.5789356261506
UA0138,2/23/23,OKC,C14,35.41048648638996,-97.58876068188502
UA0552,2/21/23,MCI,A35,39.31011110808166,-94.70793291008428
UA0882,2/22/23,BLI,B22,48.79610571823483,-122.53898824961098
UA0331,2/21/23,SLC,D24,40.787695941085566,-111.97607412262418
UA0501,2/23/23,MSY,E22,30.02996684969672,-90.22637970966764
UA0549,2/21/23,LGA,A15,40.78595486898709,-73.87576484041102
UA0505,2/23/23,IAD,A23,38.97180833431456,-77.42683121691658
UA0480,2/21/23,RNO,C31,39.48928204885364,-119.80573160261834
UA0581,2/21/23,GRB,C11,44.49276793275234,-88.04751303710576
UA0054,2/21/23,RNO,C01,39.454290135808954,-119.7945303762123
UA0020,2/21/23,FNT,C22,42.98374881287343,-83.7285701378778
UA0526,2/21/23,DCA,A21,38.85788565203882,-77.04853079512485
UA0666,2/23/23,CAE,C12,33.98567748483456,-81.12541447401694
UA0445,2/21/23,BOS,A33,42.369327414413476,-71.01098259042405
UA0199,2/21/23,DTW,E25,42.206230289205074,-83.33825820562065
UA0579,2/21/23,CWA,D25,44.7815595786225,-89.6727468384378
UA0900,2/22/23,PSP,D02,33.823442231849974,-116.49389205339921
UA0224,2/21/23,RDU,A15,35.88799094485286,-78.733341934119
UA0434,2/25/23,EWR,A12,40.69930174541893,-74.16142665440584
UA0299,2/21/23,EUG,E03,44.082823945094596,-123.15046090446116
UA0131,2/24/23,BNA,A04,36.16535413904676,-86.75939033091292
UA0483,2/21/23,GPT,B03,30.408053111878875,-89.1216988434962
UA0021,2/24/23,EVV,A35,38.06582148012501,-87.47846949419208
UA0349,2/21/23,DSM,C22,41.53934002984696,-93.64773207286794
UA0124,2/22/23,HNL,B25,21.302169712637824,-157.89011943970252
UA0145,2/21/23,PHX,E01,33.43099430367539,-111.99828169583645
UA0580,2/23/23,RIC,B01,37.54804115939068,-77.32183338594653
UA0937,2/21/23,ACT,D02,31.609603711973786,-97.22345242944695
UA0108,2/23/23,MDT,C02,40.210896552157614,-76.76277261602877
UA0892,2/21/23,SMF,C35,38.69671029829255,-121.57558751575361
UA0594,2/21/23,PSP,C32,33.828169260868975,-116.49742739139381
UA0848,2/21/23,YUM,D04,32.650205149009274,-114.6033457704613
UA0982,2/24/23,HRL,C35,26.240032320965256,-97.65643644215473
UA0283,2/21/23,CAE,C25,33.949053715257214,-81.08923408171809
